SAMPN,INCOM,HHSIZ,HHEMP,HHSTU,HHLIC,DOW,HTRIPS,Mon,Tue,Wed,Thu,Fri,Sat,Sun,TotDist,center,suburb,exurb,rural,other,highinc,HHVEH,HHBIC,VEHNEW,OWN,CarBuy,snglhm,ownhm,MilesPr,TrpPrs
2959998,3,2,0,0,2,4,5,0,0,0,1,0,0,0,69.0541359669454,0,0,1,0,0,0,2,2,2,1,0,1,1,34.5270679834727,2.5
2960054,2,1,1,0,1,4,4,0,0,0,1,0,0,0,7.50406571731622,0,1,0,0,0,0,1,0,8,1,0,1,1,7.50406571731622,4
2960092,6,2,1,0,2,5,18,0,0,0,0,1,0,0,605.317478958005,0,0,1,0,0,1,2,0,1,1,1,1,1,302.658739479003,9
2960116,3,1,0,0,1,1,7,1,0,0,0,0,0,0,114.515421286019,0,0,1,0,0,0,2,1,1,1,1,1,1,114.515421286019,7
2960161,8,2,1,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,2,1,0,1,1,0,0
2960164,6,4,2,2,2,6,30,0,0,0,0,0,1,0,156.907027004234,0,0,0,1,0,1,2,2,1,1,1,1,1,39.2267567510584,7.5
2960225,1,2,1,0,2,7,6,0,0,0,0,0,0,1,113.683432799549,0,1,0,0,0,0,2,0,2,1,0,1,1,56.8417163997745,3
2960229,4,2,1,0,2,5,20,0,0,0,0,1,0,0,35.8466386124735,0,0,1,0,0,0,2,1,8,1,0,1,1,17.9233193062367,10
2960246,5,2,1,0,2,1,4,1,0,0,0,0,0,0,37.39275905,0,1,0,0,0,0,2,1,1,1,1,1,1,18.696379525,2
2960248,5,2,2,0,2,3,18,0,0,1,0,0,0,0,121.659086592829,0,0,1,0,0,0,3,6,2,1,0,1,1,60.8295432964144,9
2960252,3,1,0,0,1,5,2,0,0,0,0,1,0,0,2.06657048295454,0,0,1,0,0,0,1,1,2,1,0,1,1,2.06657048295454,2
2960265,8,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,0,1,1,0,0
2960407,5,1,0,0,1,6,2,0,0,0,0,0,1,0,4.6306615885332,0,0,0,1,0,0,1,0,2,1,0,1,1,4.6306615885332,2
2960422,2,4,3,1,1,1,9,1,0,0,0,0,0,0,40.8816921096539,0,1,0,0,0,0,2,0,2,2,0,1,0,10.2204230274135,2.25
2960433,1,3,1,0,1,5,5,0,0,0,0,1,0,0,5.26108233275441,0,1,0,0,0,0,0,3,8,2,0,1,0,1.75369411091814,1.66666666666667
2960460,7,2,2,0,2,7,4,0,0,0,0,0,0,1,82.9339319780126,0,0,1,0,0,1,2,1,1,1,1,1,1,41.4669659890063,2
2960481,2,3,2,1,1,5,12,0,0,0,0,1,0,0,72.9698437485142,0,1,0,0,0,0,1,1,2,2,0,1,0,24.3232812495047,4
2960592,3,5,1,2,2,7,18,0,0,0,0,0,0,1,115.02036412607,0,0,0,1,0,0,2,3,2,2,0,1,0,23.004072825214,3.6
2960639,4,2,0,0,1,7,2,0,0,0,0,0,0,1,5.74958930688168,0,0,1,0,0,0,0,0,2,1,0,1,1,2.87479465344084,1
2960642,5,2,1,0,2,2,8,0,1,0,0,0,0,0,101.178235432911,0,0,1,0,0,0,3,0,2,1,0,1,1,50.5891177164553,4
2960732,6,3,2,0,3,2,2,0,1,0,0,0,0,0,17.8592716587741,0,0,1,0,0,1,2,0,1,1,1,1,1,5.95309055292471,.666666666666667
2960750,5,2,1,0,2,5,3,0,0,0,0,1,0,0,33.9112454028516,0,0,1,0,0,0,2,1,2,1,0,1,1,16.9556227014258,1.5
2960757,5,2,2,0,2,4,6,0,0,0,1,0,0,0,74.1446566235953,0,0,1,0,0,0,3,2,1,1,1,1,1,37.0723283117976,3
2960919,5,7,2,5,4,5,16,0,0,0,0,1,0,0,57.80797848019,0,1,0,0,0,0,4,1,1,1,1,1,1,8.25828264002714,2.28571428571429
2961006,1,1,0,0,1,7,2,0,0,0,0,0,0,1,48.5466304234917,0,1,0,0,0,0,1,0,2,1,0,1,1,48.5466304234917,2
2961058,2,5,1,3,3,5,18,0,0,0,0,1,0,0,65.5582434008521,0,1,0,0,0,0,2,1,2,1,0,1,1,13.1116486801704,3.6
2961098,6,2,1,1,2,5,6,0,0,0,0,1,0,0,87.5011200072091,0,1,0,0,0,1,2,1,1,1,1,1,1,43.7505600036046,3
2961155,5,2,1,0,2,7,4,0,0,0,0,0,0,1,1158.441419869,0,0,1,0,0,0,2,2,1,1,1,1,1,579.220709934502,2
2961168,2,5,1,4,2,6,6,0,0,0,0,0,1,0,19.0335941563983,0,0,1,0,0,0,2,4,8,1,0,1,1,3.80671883127966,1.2
2961210,1,3,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,8,1,0,1,1,0,0
2961234,2,1,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,1,0,0,1,0,0
2961389,5,3,1,2,1,6,9,0,0,0,0,0,1,0,139.277591875271,0,0,1,0,0,0,2,0,1,1,1,1,1,46.4258639584236,3
2961394,5,4,1,2,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,2,1,0,1,1,0,0
2961400,6,4,2,2,3,7,4,0,0,0,0,0,0,1,24.390612973231,0,0,0,1,0,1,3,3,2,1,0,1,1,6.09765324330774,1
2961417,4,3,3,0,3,7,4,0,0,0,0,0,0,1,52.83213569,0,0,0,1,0,0,2,2,2,2,0,1,0,17.6107118966667,1.33333333333333
2961492,1,1,0,0,0,4,2,0,0,0,1,0,0,0,3.21803415863452,0,0,0,1,0,0,1,1,2,1,0,0,1,3.21803415863452,2
2961503,7,2,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,4,1,1,1,1,1,0,0
2961554,3,3,1,0,2,5,5,0,0,0,0,1,0,0,37.650613983601,0,0,0,1,0,0,2,0,1,2,1,1,0,12.5502046612003,1.66666666666667
2961562,4,3,1,0,3,7,6,0,0,0,0,0,0,1,7.63023764938828,0,0,0,1,0,0,2,0,8,1,0,1,1,2.54341254979609,2
2961614,6,2,2,0,2,4,2,0,0,0,1,0,0,0,88.296859053261,0,0,0,1,0,1,2,0,2,1,0,1,1,44.1484295266305,1
2961618,6,5,1,0,1,7,20,0,0,0,0,0,0,1,544.009982691995,0,0,0,1,0,1,3,6,1,1,1,0,1,108.801996538399,4
2961711,4,2,1,0,2,7,4,0,0,0,0,0,0,1,4.17022867345848,1,0,0,0,0,0,2,0,1,2,1,0,0,2.08511433672924,2
2961911,4,2,1,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,1,0,0,0
2961953,1,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,1,0,0,0
2961989,1,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0
2962048,6,1,1,0,1,4,3,0,0,0,1,0,0,0,14.9775558212119,0,1,0,0,0,1,1,1,1,1,1,1,1,14.9775558212119,3
2962174,3,3,1,0,3,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,1,1,1,1,0,0
2962258,2,1,0,0,1,5,6,0,0,0,0,1,0,0,10.4877130326579,0,1,0,0,0,0,0,0,2,1,0,1,1,10.4877130326579,6
2962288,2,4,0,3,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,2,1,1,0,0,0
2962323,5,3,2,0,2,6,2,0,0,0,0,0,1,0,2.4419337132971,0,1,0,0,0,0,0,3,2,1,0,1,1,.813977904432367,.666666666666667
2962344,5,2,0,0,2,7,3,0,0,0,0,0,0,1,3.55739317901832,0,1,0,0,0,0,1,0,1,1,1,1,1,1.77869658950916,1.5
2962372,98,2,0,0,1,7,7,0,0,0,0,0,0,1,34.8248225811154,0,1,0,0,0,0,1,1,2,1,0,1,1,17.4124112905577,3.5
2962664,3,5,2,4,2,6,2,0,0,0,0,0,1,0,17.2923661060183,0,1,0,0,0,0,2,1,1,2,1,0,0,3.45847322120367,.4
2962813,1,7,1,1,0,6,6,0,0,0,0,0,1,0,7.3756382840656,0,1,0,0,0,0,1,0,2,2,0,0,0,1.05366261200937,.857142857142857
2962814,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,1,0,0,0
2962834,2,1,0,1,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0
2962850,5,2,2,0,2,6,8,0,0,0,0,0,1,0,30.6103955592319,0,1,0,0,0,0,2,0,2,1,0,1,1,15.305197779616,4
2962937,4,1,0,1,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0
2962946,2,2,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0
2962958,4,6,1,5,1,7,13,0,0,0,0,0,0,1,23.963051724195,0,1,0,0,0,0,1,6,2,2,0,1,0,3.99384195403251,2.16666666666667
2962974,4,3,1,0,2,5,13,0,0,0,0,1,0,0,66.1030316111975,0,1,0,0,0,0,1,2,8,1,0,1,1,22.0343438703992,4.33333333333333
2963043,3,1,1,0,1,4,2,0,0,0,1,0,0,0,77.5158542749607,0,1,0,0,0,0,1,0,2,1,0,1,1,77.5158542749607,2
2963061,98,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0
2963078,5,2,0,0,2,4,8,0,0,0,1,0,0,0,32.4829761613167,0,1,0,0,0,0,1,0,2,1,0,1,1,16.2414880806583,4
2963212,5,2,1,0,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0
2963233,5,3,1,2,2,3,12,0,0,1,0,0,0,0,43.7708120346993,0,1,0,0,0,0,2,1,2,1,0,1,1,14.5902706782331,4
2963254,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1,1,0,0
2963255,98,4,1,1,3,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,1,1,1,1,1,0,0
2963266,3,2,1,0,2,3,3,0,0,1,0,0,0,0,10.3767424910651,0,1,0,0,0,0,2,2,2,1,0,1,1,5.18837124553257,1.5
2963285,6,2,1,0,2,7,2,0,0,0,0,0,0,1,29.0425600957343,0,1,0,0,0,1,2,2,1,1,1,1,1,14.5212800478672,1
2963354,6,2,2,0,2,2,6,0,1,0,0,0,0,0,9.91341823493586,1,0,0,0,0,1,2,1,1,1,1,1,1,4.95670911746793,3
2963381,5,2,1,2,2,2,10,0,1,0,0,0,0,0,24.8126618548621,1,0,0,0,0,0,2,1,1,2,1,1,0,12.4063309274311,5
2963457,3,1,0,0,1,5,2,0,0,0,0,1,0,0,1.98915078558985,0,1,0,0,0,0,1,0,2,1,0,1,1,1.98915078558985,2
2963540,3,1,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,1,1,0,0
2963546,6,2,1,0,2,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,2,1,1,1,1,1,0,0
2963554,2,3,1,0,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,8,1,0,1,1,0,0
2963568,98,2,0,0,2,4,4,0,0,0,1,0,0,0,5.18929613161142,1,0,0,0,0,0,2,0,2,1,0,1,1,2.59464806580571,2
2963575,4,1,1,0,1,7,2,0,0,0,0,0,0,1,1.01413959517559,1,0,0,0,0,0,1,0,1,1,1,1,1,1.01413959517559,2
2963597,99,2,0,0,2,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,1,1,0,0
2963662,1,2,0,0,1,3,6,0,0,1,0,0,0,0,96.151573515366,0,1,0,0,0,0,0,1,2,2,0,0,0,48.075786757683,3
2963725,6,3,1,0,3,5,8,0,0,0,0,1,0,0,63.7754618624957,1,0,0,0,0,1,2,2,2,1,0,1,1,21.2584872874986,2.66666666666667
2963734,4,8,1,5,2,1,23,1,0,0,0,0,0,0,15.7422701011636,0,1,0,0,0,0,0,0,2,2,0,0,0,1.96778376264545,2.875
2963767,2,1,0,0,1,4,5,0,0,0,1,0,0,0,11.4300694280134,0,1,0,0,0,0,1,0,2,1,0,1,1,11.4300694280134,5
2963805,99,2,1,0,2,6,4,0,0,0,0,0,1,0,43.551016401517,0,1,0,0,0,0,2,0,2,1,0,1,1,21.7755082007585,2
2963857,6,4,2,2,2,1,20,1,0,0,0,0,0,0,64.328829264553,0,1,0,0,0,1,2,1,1,1,1,1,1,16.0822073161383,5
2963916,2,1,0,0,1,4,2,0,0,0,1,0,0,0,3.18343295457661,0,1,0,0,0,0,1,0,2,1,0,1,1,3.18343295457661,2
2963918,3,1,1,0,1,7,3,0,0,0,0,0,0,1,19.2572168061403,0,1,0,0,0,0,1,0,2,1,0,1,1,19.2572168061403,3
2963921,4,2,1,0,1,5,2,0,0,0,0,1,0,0,11.6159518172375,0,1,0,0,0,0,1,0,2,2,0,0,0,5.80797590861873,1
2963927,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0
2964020,6,5,2,3,2,6,25,0,0,0,0,0,1,0,64.6859636789306,0,1,0,0,0,1,1,2,8,1,0,1,1,12.9371927357861,5
2964069,1,3,1,0,2,6,4,0,0,0,0,0,1,0,14.8658291603602,0,1,0,0,0,0,2,0,2,1,0,1,1,4.95527638678672,1.33333333333333
2964106,5,1,0,0,1,5,8,0,0,0,0,1,0,0,38.4322124092756,0,1,0,0,0,0,1,1,2,1,0,1,1,38.4322124092756,8
2964114,1,1,1,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0
2964177,5,2,2,0,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1,0,1,1,0,0
2964192,1,2,0,1,1,6,3,0,0,0,0,0,1,0,4.84784958787478,0,1,0,0,0,0,2,0,2,2,0,0,0,2.42392479393739,1.5
2964210,1,2,1,2,0,5,9,0,0,0,0,1,0,0,28.1919843370476,0,1,0,0,0,0,0,2,1,2,1,0,0,14.0959921685238,4.5
2964247,1,4,0,2,2,6,2,0,0,0,0,0,1,0,3.47942385967708,0,1,0,0,0,0,2,1,2,1,0,1,1,.86985596491927,.5
2964264,2,2,0,0,2,6,2,0,0,0,0,0,1,0,4.83157711514421,1,0,0,0,0,0,2,0,1,2,1,1,0,2.4157885575721,1
2964348,5,6,1,4,2,6,30,0,0,0,0,0,1,0,84.0911564790396,0,1,0,0,0,0,2,3,2,1,0,1,1,14.0151927465066,5
2964424,7,3,3,0,3,1,8,1,0,0,0,0,0,0,61.4975641994922,0,0,1,0,0,1,5,4,2,1,0,1,1,20.4991880664974,2.66666666666667
2964481,2,5,1,4,2,4,16,0,0,0,1,0,0,0,65.3024831001272,0,1,0,0,0,0,2,3,1,2,1,0,0,13.0604966200254,3.2
2964499,1,3,0,0,1,7,11,0,0,0,0,0,0,1,53.62685393237,1,0,0,0,0,0,1,1,2,2,0,1,0,17.8756179774567,3.66666666666667
2964559,4,2,1,1,1,5,15,0,0,0,0,1,0,0,107.899105814051,0,0,1,0,0,0,2,2,1,1,1,1,1,53.9495529070255,7.5
2964665,1,2,0,0,1,7,8,0,0,0,0,0,0,1,115.888414453819,0,0,1,0,0,0,1,0,2,1,0,1,1,57.9442072269093,4
2964679,1,3,0,0,1,7,8,0,0,0,0,0,0,1,779.583421101852,0,1,0,0,0,0,1,0,2,2,0,1,0,259.861140367284,2.66666666666667
2964701,2,3,0,1,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0
2964709,99,2,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,1,0,1,1,0,0
2964756,7,2,0,0,2,4,16,0,0,0,1,0,0,0,253.817019818367,0,0,1,0,0,1,2,0,1,1,1,1,1,126.908509909183,8
2964800,1,6,2,4,2,1,14,1,0,0,0,0,0,0,80.7221238618809,0,0,1,0,0,0,2,0,2,1,0,1,1,13.4536873103135,2.33333333333333
2964805,4,3,3,0,3,4,37,0,0,0,1,0,0,0,183.405504940005,0,0,1,0,0,0,4,1,2,1,0,1,1,61.135168313335,12.3333333333333
2964861,2,2,0,0,2,4,7,0,0,0,1,0,0,0,93.10512027,0,1,0,0,0,0,1,0,2,2,0,1,0,46.552560135,3.5
2964923,99,4,2,2,2,1,2,1,0,0,0,0,0,0,54.6197301167613,0,0,1,0,0,0,2,4,1,1,1,1,1,13.6549325291903,.5
2964970,7,2,2,0,2,6,6,0,0,0,0,0,1,0,68.5305646051121,0,0,1,0,0,1,3,0,1,1,1,1,1,34.265282302556,3
2964997,4,4,2,1,2,7,16,0,0,0,0,0,0,1,145.457755755724,0,1,0,0,0,0,2,2,1,1,1,1,1,36.3644389389309,4
2965050,5,3,2,1,2,3,11,0,0,1,0,0,0,0,48.0719153050649,0,0,1,0,0,0,2,2,1,1,1,1,1,16.023971768355,3.66666666666667
2965111,6,2,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,1,1,0,0
2965131,5,2,0,0,2,6,16,0,0,0,0,0,1,0,335.031558868414,1,0,0,0,0,0,2,0,2,1,0,1,1,167.515779434207,8
2965141,6,3,1,0,3,7,10,0,0,0,0,0,0,1,43.5902755684466,1,0,0,0,0,1,3,2,1,1,1,1,1,14.5300918561489,3.33333333333333
2965171,5,2,1,0,2,6,6,0,0,0,0,0,1,0,63.8774671541316,1,0,0,0,0,0,2,0,2,1,0,1,1,31.9387335770658,3
2965181,5,2,2,0,2,5,6,0,0,0,0,1,0,0,79.9163731269578,1,0,0,0,0,0,2,0,2,1,0,1,1,39.9581865634789,3
2965194,5,2,0,0,2,6,2,0,0,0,0,0,1,0,4.25446415460281,0,1,0,0,0,0,2,2,2,1,0,1,1,2.1272320773014,1
2965284,7,5,3,3,5,1,16,1,0,0,0,0,0,0,271.087211296046,0,1,0,0,0,1,5,3,8,1,0,1,1,54.2174422592093,3.2
2965288,5,3,2,1,3,6,6,0,0,0,0,0,1,0,48.2178320953931,0,1,0,0,0,0,3,2,1,1,1,1,1,16.0726106984644,2
2965290,4,3,0,0,2,6,4,0,0,0,0,0,1,0,13.213359909695,0,1,0,0,0,0,1,0,2,1,0,1,1,4.40445330323166,1.33333333333333
2965315,7,3,3,2,3,5,8,0,0,0,0,1,0,0,36.441170333078,0,0,1,0,0,1,3,1,1,1,1,1,1,12.1470567776927,2.66666666666667
2965323,5,2,1,0,2,4,11,0,0,0,1,0,0,0,61.7642752369565,0,0,1,0,0,0,2,0,1,1,1,1,1,30.8821376184782,5.5
2965329,6,2,1,1,2,6,6,0,0,0,0,0,1,0,303.737087483673,0,0,1,0,0,1,2,0,2,1,0,1,1,151.868543741836,3
2965389,5,2,2,1,2,6,2,0,0,0,0,0,1,0,8.80906422770094,1,0,0,0,0,0,2,1,2,1,0,1,1,4.40453211385047,1
2965431,8,2,2,0,2,7,18,0,0,0,0,0,0,1,30.1868763060511,0,1,0,0,0,1,2,0,2,1,0,1,1,15.0934381530255,9
2965453,5,2,0,0,2,6,6,0,0,0,0,0,1,0,7.70038784181829,0,1,0,0,0,0,2,0,1,1,1,1,1,3.85019392090914,3
2965644,6,4,2,2,2,7,11,0,0,0,0,0,0,1,108.031735201498,1,0,0,0,0,1,2,1,1,1,1,1,1,27.0079338003744,2.75
2965738,7,4,2,2,3,5,28,0,0,0,0,1,0,0,77.1884695431291,0,1,0,0,0,1,2,5,1,1,1,1,1,19.2971173857823,7
2965806,99,2,2,0,2,6,2,0,0,0,0,0,1,0,456.356520649828,0,1,0,0,0,0,2,1,2,1,0,1,1,228.178260324914,1
2965839,3,2,2,2,1,4,2,0,0,0,1,0,0,0,19.7241259408681,0,1,0,0,0,0,1,1,1,1,1,1,1,9.86206297043406,1
2965879,4,2,0,0,2,6,8,0,0,0,0,0,1,0,172.637561566857,0,1,0,0,0,0,1,2,1,1,1,1,1,86.3187807834283,4
2965881,5,3,1,0,2,7,12,0,0,0,0,0,0,1,72.4393393942721,0,1,0,0,0,0,3,0,1,1,1,1,1,24.1464464647574,4
2965995,10,3,3,0,3,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,3,1,1,1,1,1,0,0
2966015,10,2,1,1,2,7,3,0,0,0,0,0,0,1,7.87678285484123,0,1,0,0,0,1,2,1,8,1,0,1,1,3.93839142742062,1.5
2966035,7,2,2,0,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,1,1,1,1,1,0,0
2966058,99,3,2,1,2,3,4,0,0,1,0,0,0,0,19.3173377552452,0,1,0,0,0,0,2,3,1,1,1,1,1,6.43911258508175,1.33333333333333
2966090,5,2,1,0,2,5,2,0,0,0,0,1,0,0,10.3789425326521,1,0,0,0,0,0,2,0,2,1,0,1,1,5.18947126632607,1
2966096,7,3,2,1,3,7,6,0,0,0,0,0,0,1,17.0059747069944,0,1,0,0,0,1,2,3,1,1,1,1,1,5.6686582356648,2
2966100,4,3,1,1,3,7,7,0,0,0,0,0,0,1,15.47390522278,0,1,0,0,0,0,2,0,2,1,0,1,1,5.15796840759333,2.33333333333333
2966108,7,3,2,0,2,7,9,0,0,0,0,0,0,1,47.0995746318507,0,1,0,0,0,1,2,1,2,1,0,1,1,15.6998582106169,3
2966133,10,2,1,0,2,4,2,0,0,0,1,0,0,0,21.4386799894911,0,1,0,0,0,1,2,0,1,1,1,1,1,10.7193399947455,1
2966151,7,2,2,0,2,4,6,0,0,0,1,0,0,0,57.058825671891,0,1,0,0,0,1,3,2,2,1,0,1,1,28.5294128359455,3
2966238,5,2,2,0,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,8,2,0,1,0,0,0
2966261,7,1,1,0,1,6,2,0,0,0,0,0,1,0,16.1206550322328,0,1,0,0,0,1,2,0,1,1,1,1,1,16.1206550322328,2
2966294,6,2,1,0,2,6,2,0,0,0,0,0,1,0,3.34411298953403,0,1,0,0,0,1,2,2,1,1,1,1,1,1.67205649476701,1
2966315,5,2,1,0,2,6,12,0,0,0,0,0,1,0,20.9733935980663,1,0,0,0,0,0,2,1,1,1,1,1,1,10.4866967990332,6
2966344,5,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,1,0,0,0,0
2966361,98,4,2,0,1,6,2,0,0,0,0,0,1,0,1.57185313273012,0,1,0,0,0,0,1,0,2,2,0,0,0,.39296328318253,.5
2966491,6,2,1,0,2,5,13,0,0,0,0,1,0,0,31.0823728058811,0,1,0,0,0,1,2,2,1,1,1,1,1,15.5411864029405,6.5
2966544,4,1,1,0,1,6,7,0,0,0,0,0,1,0,14.2219772148804,0,1,0,0,0,0,1,0,2,1,0,1,1,14.2219772148804,7
2966583,8,2,2,0,2,6,4,0,0,0,0,0,1,0,6.93378524700372,0,1,0,0,0,1,2,2,2,1,0,1,1,3.46689262350186,2
2966731,99,2,1,0,2,6,13,0,0,0,0,0,1,0,19.4837717339619,0,1,0,0,0,0,1,3,1,1,1,1,1,9.74188586698096,6.5
2966801,7,2,1,0,2,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,2,1,0,1,1,0,0
2966866,5,4,2,2,2,5,15,0,0,0,0,1,0,0,24.2736196030445,0,1,0,0,0,0,2,4,1,1,1,1,1,6.06840490076111,3.75
2966886,7,2,2,0,2,7,8,0,0,0,0,0,0,1,18.8470598800321,0,1,0,0,0,1,2,0,1,1,1,1,1,9.42352994001605,4
2966894,7,4,4,1,4,5,8,0,0,0,0,1,0,0,58.225555701037,0,1,0,0,0,1,5,3,1,1,1,1,1,14.5563889252593,2
2966903,9,3,1,0,3,3,4,0,0,1,0,0,0,0,7.65248175737888,0,1,0,0,0,1,2,0,2,1,0,1,1,2.55082725245963,1.33333333333333
2966914,4,2,1,0,2,5,10,0,0,0,0,1,0,0,219.432699536005,0,1,0,0,0,0,3,1,1,1,1,1,1,109.716349768002,5
2967074,7,4,2,2,2,7,16,0,0,0,0,0,0,1,39.8072931205387,0,1,0,0,0,1,2,4,1,1,1,1,1,9.95182328013467,4
2967116,7,4,2,2,2,7,9,0,0,0,0,0,0,1,25.8533837170967,0,1,0,0,0,1,2,1,1,1,1,1,1,6.46334592927417,2.25
2967130,2,8,1,3,2,6,10,0,0,0,0,0,1,0,25.5883693571646,0,1,0,0,0,0,2,1,2,2,0,1,0,3.19854616964558,1.25
2967218,8,4,2,2,2,6,12,0,0,0,0,0,1,0,17.8666779668058,0,1,0,0,0,1,2,2,1,1,1,1,1,4.46666949170146,3
2967247,98,4,2,1,2,5,19,0,0,0,0,1,0,0,24.9409027536453,0,0,1,0,0,0,2,4,1,1,1,1,1,6.23522568841133,4.75
2967250,99,4,1,0,2,7,12,0,0,0,0,0,0,1,61.9074861407222,0,1,0,0,0,0,2,3,1,1,1,1,1,15.4768715351805,3
2967316,5,1,1,0,1,7,1,0,0,0,0,0,0,1,27.8399859696826,1,0,0,0,0,0,1,0,1,1,1,0,1,27.8399859696826,1
2967329,2,1,0,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0
2967350,2,1,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0
2967379,6,3,3,0,2,6,3,0,0,0,0,0,1,0,507.143697620204,0,1,0,0,0,1,2,1,1,1,1,1,1,169.047899206735,1
2967485,3,2,0,0,2,6,8,0,0,0,0,0,1,0,29.3669132299394,1,0,0,0,0,0,2,0,2,1,0,0,1,14.6834566149697,4
2967513,6,4,2,1,2,6,4,0,0,0,0,0,1,0,25.6400675180951,0,1,0,0,0,1,2,1,1,2,1,1,0,6.41001687952378,1
2967526,6,2,2,0,2,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,1,1,1,1,1,0,0
2967544,6,2,0,0,2,6,12,0,0,0,0,0,1,0,29.6949021248785,0,1,0,0,0,1,2,0,8,1,0,1,1,14.8474510624392,6
2967548,7,1,0,0,1,4,9,0,0,0,1,0,0,0,26.0193499984784,0,1,0,0,0,1,1,0,2,1,0,1,1,26.0193499984784,9
2967593,4,2,2,0,2,3,2,0,0,1,0,0,0,0,3.982495226,0,1,0,0,0,0,2,1,2,1,0,1,1,1.991247613,1
2967627,7,1,1,0,1,1,4,1,0,0,0,0,0,0,41.8044459163735,0,1,0,0,0,1,2,2,2,1,0,1,1,41.8044459163735,4
2967638,8,2,0,0,2,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,1,0,1,1,0,0
2967639,7,4,3,2,3,6,6,0,0,0,0,0,1,0,118.765584353883,0,1,0,0,0,1,3,4,1,1,1,1,1,29.6913960884707,1.5
2967660,5,1,0,0,1,1,4,1,0,0,0,0,0,0,.0744814338098862,0,1,0,0,0,0,1,0,1,1,1,1,1,.0744814338098862,4
2967662,6,1,1,0,1,7,6,0,0,0,0,0,0,1,24.216978693851,0,1,0,0,0,1,1,1,1,1,1,1,1,24.216978693851,6
2967684,6,3,2,1,2,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,1,1,1,1,1,0,0
2967754,8,5,2,3,3,6,15,0,0,0,0,0,1,0,629.57763643998,0,1,0,0,0,1,3,6,1,1,1,1,1,125.915527287996,3
2967867,7,2,1,0,2,5,5,0,0,0,0,1,0,0,58.293975118409,0,0,1,0,0,1,2,0,1,1,1,1,1,29.1469875592045,2.5
